,Sysnet
14637,mali sova sa ušni resa koji se oglašavati zvižduk . 
14638,tekst koji slediti posle glavnog tekst knjiga 
14639,Viđliva spoljašnjost neki ili nešto . 
14640,broj u decimalan brojni sistema . 
14641,liturgijski jezik koptski crkva koji se koristiti u Egipat i Etiopija ; pisati se grčki alfabet 
14642,porodica gljiva koji pripadati red Agaricales . 
14643,javan tužilac za jedan oblast . 
14644,drugi po red planeta ; okretati se sporo u suprotan smer od ostalih planeta ; viditi se na nebo kao zornjača i večernjača 
14645,"visok planinski vrh zapadni hemisferem nalaziti se u Andima u zapadni Argentina , visina 6960m "
14646,Pstonica i velik grad u Mađarska ; smešten na reka Dunav u severno-centralnoj Mađarska . 
14647,sporazum koji regulisati postupanje prema ratni zarobljenik 
14648,informacija koji trebati imati na um kada se donositi odluka 
14649,arhipelag dugačak @card@ milja severozapadno od Škotska 
14650,energija koji oslobađati protok električni naboj kroz provodnik 
14651,stanje u koji jesam nešto važno ili preko potrebno . 
14652,formalno se upisati ; kao učesnik ili član . 
14653,ćelija koji jesam deo tumor 
14654,star red koji poticati od ran ? eocen : šišmiš : podred Megachiroptera ( ? fruit bats ) ; podred Microchiroptera ( ? insectivorous bats ) 
14655,"hipotetički trodimenzionalan viszuelni svet koji stvarati računar ; korisnik nositi specijalan naočari , rukavica od optički vlakno , itd , i moći da ući i da se kretati po taj svet i da komunicirati s objekt u on "
14656,koji se odnositi na leksikografija 
14657,"promeniti nečiji pozicija ili lokacija , iz poslovan , pravni , prosvetni ili vojni razlog "
14658,ubistvo nastati usled dug nedostatak kiseonik . 
14659,vreme između zalazak sunce i ponoć . 
14660,Ljiljan istočni Mediteran i Balkan sa širok beo cvet u oblik ? 
14661,oblik reč koji označavati više od jedan objekt 
14662,staviti seme u ili na ( zemlja ) 
14663,javan srednji škola koji obično uključivati razred od @ord@ do @ord@ 
14664,formalan javan izjava . 
14665,Palačinke pripremiti u plamen za koji se koristiti liker sa ukus pomoradže i limun . 
14666,"emisija rastopljen stenski materijal , pepeo i gas na različit način , ali pretežno eksplozivan aktivnost . "
14667,"legendaran arapski ptica za koji se govoriti da periodičan sagorevati i pojavljivati se iz pepeo kao nov feniks ; prema većina verzija u svaki trenutak jesam živeti samo jedan feniks , koji se obnavljati svaki @card@ godina "
14668,rod artropoda . 
14669,Korovska viljka koji imati kratak lišće nalik na pleva . 
14670,proces donošenje na svet potomak . 
14671,dupliranje reč ili fraza ( kao za efekt retoričnosti0 
14672,slikar ili crtač portret . 
14673,"neki drvo koji rađati mali , mesnat , okrugao plod sa jednom tvrd koštica ; mnogi daju i ceniti tvrd drvo za građa . "
14674,pečen jahnjeća rebro 
14675,dva velik afrički antilopa iz rod Taurotragus čiji i mužjak i ženka imati kratak spiralno uvijen rog . 
14676,poseći šuma 
14677,rasti u kraj uz mora ; u proleće cvet žut . 
14678,karakter koji se koristiti da označiti neki matematički relacija ili operacija 
14679,stanovnik Sirija ili poreklo iz Sirija 
14680,svojstvo zvuk . 
14681,pauza kada se neki aktivnost prekid 
14682,Brod koji jesam na raspolaganje država za vođenje rat . 
14683,mahunarka iz rod Pisum sa mali beo cvet i dugačak zelen mahuna koji sadržati jestiv zrno . 
14684,ostanak na neki mesto 
14685,dozvola ( ovlašćenje ) koji se odobravati njen imalac da prodaja alkoholni pića 
14686,mali flauta ; zvučati za oktava više od standardan flauta . 
14687,telo građanin koji činiti država ili zemlja . 
14688,"štapić koji se sastojati od mali , drven ili plastičan , traka i koji se koristiti za iščačkavanje hrana između zub "
14689,ulaziti negde . 
14690,"azijski bivo , često domaći životinja , koristiti se za vuča . "
14691,irski pesnik i dramski pisac ( @card@ ) 
14692,grupa organizam koji formirati podgrupa ili širok kategorija . 
14693,ostati iza 
14694,suv brendi destilovati u Armanjac okrug u Francuska 
14695,čin nameran samopovređivanje 
14696,"vernik , sledbenik islam . "
14697,elektronski oprema koji jesam u direktan komunikacija ( ili pod kontrola ) centralni procesor 
14698,osoba koji čitati tekst pripremiti za štampa ispravljati greška u kucanje i slaganje 
14699,onaj koji jesam smestiti na lokacija koji se ne moći pristupiti 
14700,( odnositi se na zvuk i glas ) ; onaj koji imati nizak frekvencija ili tonski visina 
14701,film kod koji jesam slika sinhronizovan s govor i pevanje . 
14702,u grčki mitologija bog ženidba i zaštitnik brak 
14703,ugao koji formirati luk dva krug koji se seći 
14704,Balzamovano i osušen telo zamotati za pokop ( kao u star Egipat ) 
14705,posveta na nadgrobni ploča ili spomenik u sećanje osoba sahranjen na taj mesto 
14706,slatko taman ljubičast šljiva 
14707,"najmanja suveren država na svet , sedište Pap i Rimokatoličke crkva , stek nezavisnost od Italija @card@ "
14708,Korišćenje fizički i li mentalan energija ; težak rad . 
14709,kruškolik tropski voće sa zelen ili crnkast kor i bogat žućkast pulpa oko jedan velik seme 
14710,ugovor o konstituisanje ( stavljanje ) hipoteka 
14711,u psihijatrija mehanički i besmislen ponavljanje reč drugi osoba ( kao kod šizofrenija ) . 
14712,"eliptičan upotreba "" zavisiti od "" "
14713,odnositi se na sočivo kod koji se ne javljati astigmatizam 
14714,dokument koji jesam sačiniti i izvršiti samo jedan strana ( jednostran pravni posao ) 
14715,teren izdignut oblik . 
14716,"krsta kod četvoronožni životinja , deo telo iznad zadnji noga "
14717,ostaviti ili dati oporuka posle smrt . 
14718,Čin javan veroispovedanje . 
14719,republika na azijsom podkontinent u južnoj Azija ; drugi po naseljenost zemlja u svet ; steći nezavisnost od ujedinjen kraljevstvo @ord@ godina . 
14720,"interfejs koji se obično koristiti za modem , miš i neki štampavye koji dozvoljavati transmisija bit po bit "
14721,Tačka ili širina u prostor . 
14722,droplja 
14723,Uobičajen ili karakterističan mentalan stav koji određivati kako hteti neki da interpretirati neki situacija i da odgovoriti na ona . 
14724,suglasnik koji se artikulisati korišćenje oba usna ; / p / ili / b / 
14725,"tvrd i težak taman mineral koji jesam glavni izvor kalijum ; dioksid kalaj , SnO2 . "
14726,skuš pripremljna dimljenje 
14727,gmizavac iz rod Chelonia . 
14728,koka kola jesam komercijalan marka pića kola 
14729,biljka iz rod Linum koji se gajiti zbog seme koji jesam bogato ulje i zbog vlaknast stablo od koji se dobijati predivo . 
14730,multimedijalan sistem u koji jesam srodan element informacija povezati i moći se predstaviti zajedno 
14731,Račun u banka na koji se dobijati kamata . 
14732,"tvrd kuvan jaje uviti u meso za kobasica , uvaljati u prezla i pržiti u dubok ulja "
14733,platno koji se obično koristiti u somaćinstvu ( često do lanen platno ) 
14734,obožavanje planeta i zvezda 
14735,škola koji pružati praktičan stručan i tehnički obuka 
14736,viski napraviti u Irska najviše od ječam 
14737,u grčki mitologija zmijati sa glava zmaj ; ubiti ona jesam Apolon u Delfiju 
14738,meso mlad domaći ovca koji se koristiti u ishrana 
14739,mali rod koji se sastojati od biljka koji se često uključivati u rod Matricaria . 
14740,predati neki 
14741,gimnastički sprava koji se sastojati od dva drven letva koji pridržavati nosač . 
14742,isključivanje iz crkva ili iz religijski zajednica 
14743,Čin trčanje . 
14744,zelenkasto-svi viseći lišaj koji rasti na drveće 
14745,politika usvojen platforma koji politički partija 
14746,pretvoriti se u žele 
14747,stanovnik Urugvaj ili porekloim iz Urugvaj 
14748,posuda u koji neki sastojak moći da se mućkati 
14749,porodica južnoamerički indijanski jezik 
14750,parazitski bičari u intestinumu ( crevo ) kičmenjak 
14751,"fermentisano meksički pića koji se praviti od sok raznih vrsta agava , naročito magej "
14752,oblik zamenica ili glagol koji se označavati osoba koji se obraćati ( adresant ) u dat diskurs 
14753,Majk vaš otac ili majka . 
14754,"Ćelijska protoplazma , bez jedro . "
14755,dodavati broj ili količina . 
14756,Zaslađene zemička koji se jesti uz čaj . 
14757,krevetski pokrivač koji održavati toplota spavač 
14758,imovina koji se sastojati od kuća i zemlja . 
14759,neki ko posredovati između govornik različit jezik 
14760,grčki jezik pre rimski carstvo 
14761,Nešto što se posedovati ; biti koji opipljiv svojina koji neki posedovati . 
14762,staviti u redosled za sudski postupak 
14763,tipski rod porodica Ornithorhynchidae . 
14764,compensation paid taj the family of a murdered person 
14765,dovesti na položaj . 
14766,prilika za zaposlenje ili promocija . 
14767,koji se odnositi na govorni osobina koji obuhvatati više od jedan govorni zvuk 
14768,the basic unit of money in the Congo 
14769,porodica kukac iz red tvrdokrilac . 
14770,"koji se odnositi na posao ili struktura vlada , politika ili država "
14771,"praviti se sa kiseo kupus i semeni kim , služiti se sa pavlaka "
14772,"u anatomija , biti koji šupalj cilindričan telesni struktura . "
14773,godišnji ili višegodišnji trava toplih predeo 
14774,flagelate sa nekoliko bič 
14775,vrlo rasprostraniti familija biljka koji se odlikovati ? circinate cvet i plod nalik na orah . 
14776,Luk i glavni grad Gvineja . 
14777,grupa ostrvo zapadni od nov Gvineja u jugozapadni Tiha okean 
14778,evropski biljka iz porodica žbljarki s modar cvet . 
14779,poslastica od dinstan ili pečen voće . 
14780,teleći džigerica koji se koristiti u ishrana 
14781,onaj koji se baviti ili zastupati umetnički minimalizam . 
14782,Učiniti vidljiv . 
14783,nameran čin trovanje neki osoba ili životinja gas 
14784,sportski rekvizit koji se obično sastojati od ručak i ovalan okvir sa čvrsto ispreden mreža niti a koristiti se za udaranje loptica u raznim igra . 
14785,gust kremasta sup od školjka 
14786,žena koji jesam voditi Dante kroz pakao u Božanstvenoj komedija who guided Dante through Paradise in the Divine Comedž 
14787,skup nastavnik i administrator u škola 
14788,obožavanje kosmos 
14789,gubitak osećaj u manjem delo telo ( npr . kod vađenje zub ) 
14790,glavni i velik grad Kipar 
14791,čin nametanje nešto ( kao što jesam porez ili embargo ) 
14792,svojstvo vezati za vreme 
14793,Uobičajena krža Evropa i Severne Amerika . 
14794,Čin veslanje kao sport . 
14795,"primeniti lažan i nedokazan medicinski medode , lečiti ma šarlatanski način "
14796,zmijuljice 
14797,testenina u oblik kratak tub sa dijagonalno sečen kraj ; gladak testenina koji se najčešće koristiti za pripremanje različit vrsta sup 
14798,velik brazdasti kit sa velik prednji peraja ; živiti u sav more severni i južnog umeren pojas . 
14799,"oblik zamenica ili glagol koji se ne označavati ni govornik ni adresant , već neki treći osoba posredno uključiti u interakcija "
14800,Sloboda pojedinac da koristiti svoj prava garantovati zakon država . 
14801,evropski reka koji se ulivati u Baltičko mora 
14802,"Sprečiti neki da imati , držati ili dobiti . "
14803,čin krštavanje polivanje voditi po glava 
14804,( prava ) razlika u stav jedan sudija u odnos na drugi 
14805,Godišna obalski biljka otporan na so ; gajiti se zbog mirisan ružičast i ljubičast cveće i mesnat sivozelen lišće . 
14806,neki od mnogi mali jestiv haringa koji se često konzervirati . 
14807,sir istopiti sa piva i poslužiti na tost 
14808,prestonica i velik grad Belgija ; sedište Nata . 
14809,svetlost mesec . 
14810,the fruit Or seed of any of various bean Or pea plants consisting of a two-valved case that splits along both sides when ripiti and having the seeds attached taj onaj edge of the valves 
14811,stanovnik Kamerun ili poreklo iz Kamerun 
14812,šumski nimfa 
14813,jak čaj koji se služiti sa pun led 
14814,stanje kada jesam čovek prognati ili ostrakiziran ( isključiti iz društvo sveopšti odluka ) 
14815,cevast organ u voden životinja ( posebno kod mekušac ) kroz koji voda moći da se uzeti ili izbaciti i kroz izlaz voda se nesvaren deo hrana i štetan materija . 
14816,istočni ostrvo na mali Antili u karipski mora 
14817,koji se odnositi na muzikologiju 
14818,Unutrašnja donji horizontalan površina sob ili hodnik . 
14819,soda-voda ili voćni sok koji se koristiti za mešanje sa alkohol 
14820,"Hrišćanska institucija , nastati raskol u hrišćanski crkva @ord@ "
14821,irokeški jezik koji govoriti narod Oneida 
14822,trud pun napor za postizanje ciljati . 
14823,kapljica rosa 
14824,kontejner sa ručak sa grlo koji imati perforiran njuška ; koristiti ze sa zalivanje biljka . 
14825,vojni snaga jedan država . 
14826,čin odlazak 
14827,osoba koji jesam roditi na neki određenom mesto ; osoba koji jesam taj mesto zavičaj . 
14828,Primog . 
14829,zbirka predmet naslagan jedan preko drugi . 
14830,"neki od više vrsta obično velik pas koji se uzgajati za rad , nošenje tovar , čuvar i vodič . "
14831,zamenica koji izražavati razlika u lice 
14832,zamenjivanje ime naslov ( titula ? ) 
14833,"iz Afrika , Arabija ili Azija ; imati rep koji se ne moći uhvatiti i blizu ostaviti nozdrva . "
14834,beo kristalan oblik natrijum hlorid koji se koristiti kao začin i za konzerviranje hrana . 
14835,rod trava koji obično rasti u slan močvara : ? water pimpernels . 
14836,rod porodica Fringillidae 
14837,koji jesam karakterističan ili osoben ljudi narod ili nacija . 
14838,"odgovornost advokat da činiti najbolje za svoj klijent , da najbolje štititi interes svoj klijent "
14839,glavni grad Novog Zeland 
14840,jedinica vatrogasac koji uključivati i njihov oprema . 
14841,jedan od četiri veličina koji jesam osnov sistema merenje . 
14842,neki od više morski riba koji jesam povezati sa ? cod . 
14843,vrsta mrežni tehnologija za mreža lokalan područje ; 
14844,"pristup koji jesam bazirati na princip da hteti dete , samo sebe olakšati i prevladati trenutan poteškoća koji osećati . u ovaj proces razvijanje odnos i međusoban poverenje putem igra , terapeut slediti put koji dete birati i inicirati . ovaj tehnika se primenjivati sa deca uzrast od @card@ do @card@ godina . "
14845,dopustiti da moneta fluktuirati . 
14846,usoljen masnoća s leđa i oba strana trbuh svinja 
14847,"zvaničan rezidencija koji jesam crkva priuštiti sav paroh , vikar ili rektor "
14848,ALGOrithmic Language ; programski jezik koji se koristiti za zapisivanje algoritam kao računarski program 
14849,"biti koji iz grupa indijski jezik koji se govoriti u Kašmir , istočni Avganistan i severni Pakistan "
14850,meso sa noga živina 
14851,jaje koji se lagano kuvati sve dok i belance i žumance ne očvrsnuti . 
14852,stručnjak za parlamentaran pravilo i procedura 
14853,Aromatična trava iz star svet koji imati lišće u oblik niti a seme se koristiti kao začin . 
14854,u rimski mitologija kraljica olimpijski bog i zaštitnica brak ; Jupiterov žena i sestra ; ; u grčki mitologija ona odgovarati Her 
14855,koji se odnositi na dimenzija 
14856,čiji prethodnik biti 
14857,Neograničeno trodimenzionalan prostranstvo u koji jesam sav smestiti . 
14858,voljan čin izvrtanje činjenica 
14859,tanak sloj na nešto 
14860,primitivan sisar koji obuhvatati samo izumro vrsta iz podklasa Prototheria 
14861,dobijanje nešto nazad . 
14862,doručak koji se obično sastojati od pecivo i kafa ili čaj 
14863,onaj što jesam čulo oktriveno 
14864,neki geografski zona podeliti neodređeno prema klima i širina . 
14865,grana zoologija koji proučavati primati 
14866,Muškarac koji jesam aristokrata . 
14867,porodica severnoamerički indijanski jezik koji se govoriti u jugoistočni delo sad 
14868,"o početan rad , ili koji jesam u veza s on ili koji karakterisati početan rad "
14869,prostor gde moći da se parkirati automobil 
14870,drevan jezik Egipat iz vreme faraon ; pisan trag datirati iz @card@ . godina star era 
14871,predmet koji se istresati prašina iz tepih . 
14872,"negodovati , kao protiv politika ; takođe i metaforički . "
14873,Običan kućni komarac . 
14874,mali privatan prostorija za rad ili molitva 
14875,"severni deo Sahara , u Libija , Egipat i Sudan "
14876,"grupa od tri japanski ostrvo u severozapadni Tiha okean , severno od Marinaskih ostrvo "
14877,objekt koji se sastojati od konkretan postrojenje i oprema za rastur informacija . 
14878,advokat koji zastupati odbrana . 
14879,Uložiti novac na ishod neki situacija . 
14880,mali rod sočan jednogodišnji zeljast biljka ; imati ona na peskovit obala Sverene Amerika i Evropa . 
14881,dati opis nešto . 
14882,jedan od deo na koji se nešto prirodno deliti . 
14883,evropski praziluk koji se gajiti i koristiti kao praziluk . 
14884,Položaj blizu ili smer prema levi strana ; tj . strana ka sever kada jesam osoba ili predmet okrenut ka istok 
14885,"u računarstvo , izvršavanje isti skup instrukcija dati broj put ili dok neki uslov jesam zadovoljiti "
14886,oivezan lanac 
14887,veoma kiseo vulkanski stena 
14888,trodimenzionalan oblik . 
14889,( koristiti se za zemljište ) rastrest i po konsistenciji krupan zrno 
14890,halofile u slan sredina kao što jesam Mrtvo mora ili slan zemljište 
14891,priča o događaj ili dešavanje 
14892,vreme koji pokazivati časovnik . 
14893,Afričko drvo koji imati izuzetno debeo stablo i voćka koji podsećati na tikva i imati jestiv meso . 
14894,rod raznovrstan trava ili drvenast žbunje umerneih kraj severni polulopta . 
14895,ne ostvariti ni profit ni gubitak . 
14896,vrsta pomornika 
14897,"znak koji služiti da pojasniti značenje tako što razdvajati niz reč na rečenica , klauze i fraza "
14898,"vrsta lignit ili forma kameni ugalj ; široko se koristiti u ukrasni svrha , za izrada nakit i modni detalj "
14899,uređaj koji pomoću dva mikrofon slati signal dva zvučnik da biti se dobiti trodimenzionalan zvučan efekt 
14900,tanak i veoma izdužiti supstanca . 
14901,rashlađen mešan pića koji često sadržati alkohol i pripremati se za više serviranje ; servirati se u činija punč 
14902,porodica ptica iz red Falconiformes . 
14903,linjak 
14904,književan delo koji idealizovati seoski život ( posebno život pastir ) 
14905,"učiniti velik u količina , broj ili snaga "
14906,grupa izumro jezik drevan Italija ; zameniti jesam latinski 
14907,rod vrlo rasprostranjen višegodišnji zeljast biljka i neki žubnja . 
14908,koji se odnositi na pubertet 
14909,preći jezik preko nešto 
14910,advokat koji predstavljati siromašan optuženik o državni trošak . 
14911,evropski žlfija sa plav cvet i lišće kao u vrbena 
14912,krater u koji jesam prikupiti kosmički materijal koji jesam pasti na zemlja 
14913,skup povezan dijalekt koji jesam nekada činiti osnovni jezik severni Afrika zapadno od Egipat ; sada se uglavnom govoriti u Maroko 
14914,sila koji jedan objekt privlačiti drugi 
14915,vrlo otrovati metal koji imati tri alotropska oblik ; arsen i njegov jedinjenje koristiti se u hebricidima i insekticid 
14916,Preduzeće povezati sa trgovina . 
14917,pešac 
14918,Uobičajena prizeman biljka koji se koristiti za prekrivanje tlo ; nekada se koristiti za lečenje kila 
14919,Dan na koji se ne raditi po običaj ili zakon . 
14920,prokariotske bakterija i modrozelen alga i različit primitivan patogen ; zbog nedostatak konsenzus kako da se podeliti organizam u kola ( lat . phylum ) dati jesam neformalan ime za glavnu podela 
14921,servilan crnac iz roman Harriet Beecher Stowe 
14922,sakriti pod lažan pojava . 
14923,@ord@ slovo grčki alfabet 
14924,biti u život . 
14925,Doći do odluka o neki stvar . 
14926,Tačka u koji se tri površ sreća ili presecati . 
14927,strnadica i neki lasta iz nov svet . 
14928,preparat koji se nanositi na koža kako biti zakloniti neprijatan miris 
14929,"Ankiloza jesam ukočenje zglob koji nastajati srastanje zglobni telo , a uzrok jesam upasti zglob ili tkivo oko zglob . "
14930,pića stvoren pomoću magičan moć ; moći da učiniti da onaj ko ga popiti zavoliti onaj ko on ga jesam dati 
14931,"slamni šešir sa visok vrh i širok rub , kakav se nositi na američki jugozapad i u Meksiko "
14932,"stanovnik Hrvatska , pripadnik Slovenskog narod "
14933,najčešće se koristiti za jela 
14934,grupni akcija kao odgovor onaj na vlast . 
14935,neki od različit kultivisan biljka iz rod Brassica oleracea koji se gajiti zbog jestiv lišće ili cvet . 
14936,meso biti koji morski ili slatkovodni riba iz porodica Salmonidae 
14937,deo zemlja koji se moći posebno razmatrati 
14938,istočnoindijska voćka čiji jesam plod sličan rambutanu ali sladak 
14939,vojni jedinica koji jesam deo kopnen vojska . 
14940,tradicionalan francuski paprikaš od povrće i govedina 
14941,planina u centralni Himalijima na granica Nepal i Tibet 
14942,komunikacioni sistem koji prenositi zvuk između dva udaljen tačka . 
14943,"u računarstvo , ram koji se ostavljati kao specijalizovati bafer čiji se sadržaj stalno menjati ; koristiti se da optimizuje transfer podatak između element sistema sa različit karakteristika "
14944,država Jugoistočne Azija ; KH 
14945,"predeo oko oba strana kičma između kuk i rebro kod ljudi , kao i kod četvoronožac "
14946,radno mesto koji se sastojati od okno za vađenje ugalj sa sav zgrada i potreban oprema . 
14947,"srce , jetra i ostati jestiv unutrašnji organ naročito svinja , obično seckati , formirati u vekna i pržiti "
14948,pokušati uzavreti javno mnjenje 
14949,stih u koji odrediti slovo kao prvo u svaki red daju reč ili poruka 
14950,Ljoskavac 
14951,stanovnik Novog Zeland ili poreklo sa Novog Zeland 
14952,prekinuti kretanje 
14953,"ponavljanje reč ili fraza na početak i drugi na kraj uzastopan rečenica , itd . , istovremeno korišćenje anafora i epistrofe "
14954,prvo slovo grčki alfabet 
14955,osoba koji obavljati volonterski rad . 
14956,Učiniti svetao ili sjajan . 
14957,rod iz familija Salmonidae : losos i pastrmka . 
14958,"u računarstvo , uređenost podatak i instrukcija u računarski program ili skup takav instrukcija . "
14959,ispit koji se održavati u pravilan interval da biti se utvrditi da li jesam kandidat kvalifikovati da se baviti prava u dat oblast . 
14960,užina u tok pauza na posao 
14961,koji postojati kao suštinski karakteristika ili konstituent 
14962,biti šta što uzročni doprinositi rezultat . 
14963,gajenje cvetan biljka . 
14964,računarski program koji prevod instrkcije višeg programski jezik u mašinski jezik 
14965,pesnik koji pisati sonet 
14966,crn stoni vino iz Burgonja u Francuska ( ili vino sličan sorta ) 
14967,morski medved 
14968,gust koncentrovan sok od paradajz 
14969,"mali ptica gnjurac koji nemati kožica na stopalo ; živiti u brz potok , a hrana tražiti na njihov dan . "
14970,prebrisati magnetski zapisan informacija . 
14971,priručnik koji sadržati reč ( u alfabetski poredak ) sa njihov značenje 
14972,neproziran prozorski zakrivač koji moći zakriti ili otkriti prozor 
14973,planinski lanac na Balkanskom polusotrvu na jugoistok Evropa ; protezati se duž granica Grčka i Bugarska 
14974,"Čin prekidanje , privremen ili stalan . "
14975,( genetika ) proces određivanje položaj gen na hromozom 
14976,deo istočni indijski okean između timor i severni Australija 
14977,čin prisiljavanje sila ili autoritet 
14978,rečnik koji jesam posebno prirediti za onaj koji učiti stran jezik 
14979,potpun popis stvar srediti po određenom sistema 
14980,proziran tečnost bez miris i ukus . 
14981,posuda u koji se ulivati tečnost da se stvoriti dati oblik kada se stvrdnuti . 
14982,uzak trakast testenina sa jaje 
14983,drevan kraljevstvo u južnoj Mesopotamija 
14984,trava ili grmlje . 
14985,mali pingvin iz Južne Amerika i južne Afrika koji se oglašavati rika 
14986,meso riba koji se koristiti u ishrana 
14987,Šema ustrojstvo . 
14988,"tvorevina koji se sastojati od mek ili savitljiv materijal koji se koristiti da nešto popuniti , da on oblik , zaštititi ga ili doprineti komfor . "
14989,onaj koji donositi zakon i drugi pravni norma 
14990,sistem ili procedura za identifikacija osoba 
14991,zaslon na površina velik kraj katodni cev na koji se elektronski stvarati 
14992,"rod propske američki biljka , sa sabljast lišće i mesnat plod koji se dobijati od plod više cvet . "
14993,novčan jedinica Kazahstan 
14994,"rastvor u koji se nalaziti čestica neki tvrditi materija , koji se ne rastvarati u drugi tečnost "
14995,polica za držanje knjiga 
14996,germanski jezik Skandinavija do otprilike @ord@ godina 
14997,čin nametanje nov organizacija ; promena u organizacija ( često uključivati velik i drastičan promena ) 
14998,paralelan sa ravan ili u ravan s horizont 
14999,jedan od četiri delo igra u koji jesam neki sport izdeliti . 
15000,obično velik i učen knjiga 
15001,piva točiti iz bure 
15002,"organ koji imati nervni završetak ( u koža , oka , uvo , nos ili usta ) koji odgovarati na stimulacija . "
15003,džin i kinin voda ( tonik ) 
15004,nezabeležen praistorijski jezik koji jesam preteča sav indoevropski jezik 
15005,grbica koji se gajiti za salata i prilog . 
15006,Čin koji se neki odobravati da preduzeti odrediti funkcija . 
15007,grčki filozof i matematičar koji jesam dokazati Pitagorin teorema ; smatrati se prvi prav matematičarem ( oko @card@ p.n.e. ) 
15008,rod ekonomski važan tropski biljka : tapioka . 
15009,proces u koji se osoba koncentrisati na neki karakteristika okolina pri ( relativan ) ignorisanje drugi 
15010,cev kroz koji se odvoditi tečnost 
15011,dobijati se od pržen mleven zrno kakao . 
15012,izvesti specijalan crkven obred ili služba 
15013,Morž iz severni Atlantik i Arktik . 
15014,"izlaziti , o nebeski telo . "
15015,status vođ . 
15016,privremen opskrba novac ( obično sa kamata ) . 
15017,jato ptica u leto . 
15018,koštan izraštaj razviti blizu gornji kraj femura za koji jesam zakačen mišić 
15019,pojaviti se formalno pred ( sudski ) vlast 
15020,mešavina alkohol jačina @card@ stepen Farenhajt 
15021,ikteride : kukuruzar i mali beo 
15022,deo velik religijski grupa . 
15023,"koji jesam ili označavati brojčan veličina , a ne redosled "
15024,"kuhinjski sprava koji se sastojati od valjak sa dva ručica sa strana , za oblikovanje i istanjivanje testo "
15025,razred koji se poklapati sa porodica Palmae : palma . 
15026,velik evropski riba koji se koristiti za ishrana . 
15027,"uzak ugraditi balkon uz gornji sprat u unutrašnjost zgrada , obično obeležen kolonada "
15028,mitološki sistm Grk i Rimljanin zajedno ; velik deo rimski mitologija jesam pozajmiti od Grk 
15029,oštar zašiljen instrument ( obično od čelik ) 
15030,osoba od koji poticati . 
15031,sadržati nedovoljno materijal ili nemati dovoljno značaj 
15032,"naziv cifra @card@ , znak koji obeležavati broj osam "
15033,ptica koji nerado sam loviti već otimati riba od amnjih ptica 
15034,bakterija koji formirati kolonija u sluga ( mulj ) koji sam proizvoditi ; nastanjivati vlažan zemljište ili biljni materija koji se razlagati ili ostatak životinja 
15035,sok od narandža koji jesam koncentrovan i zamrznut 
15036,sad i njen savzeznici u poraziti Irak u ratni na zemlja u akcija koji jesam trajati @card@ sat ( @card@ ) 
15037,uređaj koji proizvoditi vazdušan struja 
15038,subjektivan doživljaj da se nešto čuti . 
15039,Uključuje rod gljiva . 
15040,deo Tihog okean istočni od azijski kopno 
15041,biljni vaš ( aphids ) ; whiteflies ( ? ) ; cvrčak ; leafhoppers ( ? ) ; poljski skakavac ; štitast vaš i biljni vaš ; spittle insects ( ? ) 
15042,velik šišmiš toplih i tropski region koji se hraniti plodov . 
15043,koji se razvijati ili imati unutrašnji poreklo 
15044,uređaj za dešifrovanje kod i šifra 
15045,lokvanj sa beo cvet . 
15046,"noga kraba , posebno kraljevski kraba sa Aljaska "
15047,"prsten koji jesam obiyno samo od zlato koji mlad , a nekd i maldoženja , dobijati na venčanje "
15048,gust sup od junetina ili ovčetina sa povrće i prekrupa od ječam 
15049,podesiti razmak između reč 
15050,"rod korenski višegodišnji i dvogodišnji trava sa brojni , ponekad mirisav cvet smešten u dugačak cilindričan cvast ; od mediteranski područje do Kavkaz ; ponekad se smeštati u porodica Asphodelaceae . "
15051,neki od raznovrstan primat sa kratak repa ili bez repa . 
15052,osnovni novčan jedinica u Kanada 
15053,kupast dečji igračka koji se sužavati u čelični vrh na koji moći da se zavrtiti . 
15054,zeljast biljka koji se cena kao salata ; imati uvijeno nazubljen lišće ili široko pljosnat koji jesam obično izbeliti . 
15055,"o komedija , koji se odnositi na komedija ili jesam karakterističan za komedija "
15056,potvrditi konsultovati se sa izvor ili autoritet 
15057,jesetra 
15058,so oksalne kiselina 
15059,osoba koji prav odeća . 
15060,velik crn ptica neletač Australija i nov Gvineja koji imati rožnat kresta na glava . 
15061,dužinski jedinica koji jesam jednak jedan dvanaestina stopa 
15062,serija vrednost promenljiv u sukcesivan vremenski trenutak 
15063,zbirka zapisati posebno o neki institucija 
15064,član komunistički partija 
15065,reč koji jesam na usputan način govoriti sa svestan umanjivanje njihov važnost 
15066,rod iz familija Lymantriidae ; štetočina ( Lymantria značiti neki ko uništavati ) 
15067,mali red uglavnom ribati iz tropski morati raznovrstan i čudan oblik ; sav imati usta na kraj izbačne cevast njuška . 
15068,ponovo steći neki ili nešto što jesam izgledati izgubljen . 
15069,proklom iz Indija ili stanovnik Indija 
15070,osnovni novčan jedinica na Bahami 
15071,kretati se oko osovina ili centar . 
15072,"sastojati se od gljiva koji imati sporiti na bazidijumu ; sastojati se od Gasteromycetes ( ? puffballs ) i Tiliomycetes uključivati red Ustilaginales ( ? smuts ) i Uredinales ( ? rusts ) i Hymenomycetes ( šampinjon , ? toadstools , ? agarics i ? bracket fungi ) ; u neki klasifikacija smatrati se odeljak kraljevstvo Fungi . "
